Item;Código;Descrição;Len;Livres;Alimentos;Alimentos in natura;Alimentos semi-elaborados;Alimentos industrializados;Serviços;Serviços - Subjacente;Serviços - Ex-Subjacente;Duráveis;Semi-duráveis;Não duráveis;Monitorados;Não comercializáveis;Comercializáveis;Núcleo EX0;Núcleo EX1;Núcleo EX2;Núcleo EX3;Bens Industriais;Ex AD e Monitorados;Subjacentes Ex AF;Sensíveis ao Ciclo;Bens Industriais Ex Vestuario e Auto;Combustíveis;Monitorados Ex Combustíveis;Automóveis;Sticky-prices
5101053.Integração transporte público;5101053;Integração transporte público;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
5102.Veículo próprio;5102;Veículo próprio;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
5102001.Automóvel novo;5102001;Automóvel novo;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;0
5102004.Emplacamento e licença;5102004;Emplacamento e licença;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5102005.Seguro voluntário de veículo;5102005;Seguro voluntário de veículo;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
5102006.Multa;5102006;Multa;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5102007.Óleo lubrificante;5102007;Óleo lubrificante;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
5102009.Acessórios e peças;5102009;Acessórios e peças;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0
5102010.Pneu;5102010;Pneu;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0
5102011.Conserto de automóvel;5102011;Conserto de automóvel;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
5102013.Estacionamento;5102013;Estacionamento;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
5102015.Pedágio;5102015;Pedágio;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
5102020.Automóvel usado;5102020;Automóvel usado;7;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0
5102037.Pintura de veículo;5102037;Pintura de veículo;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
5102051.Aluguel de veículo;5102051;Aluguel de veículo;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
5102053.Motocicleta;5102053;Motocicleta;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0
5104.Combustíveis (veículos);5104;Combustíveis (veículos);4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0
5104001.Gasolina;5104001;Gasolina;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5104002.Etanol;5104002;Etanol;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0
5104003.Óleo diesel;5104003;Óleo diesel;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
5104005.Gás veicular;5104005;Gás veicular;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
6.Saúde e cuidados pessoais;6;Saúde e cuidados pessoais;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
61.Produtos farmacêuticos e óticos;61;Produtos farmacêuticos e óticos;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
6101.Produtos farmacêuticos;6101;Produtos farmacêuticos;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101001.Anti-infeccioso e antibiótico;6101001;Anti-infeccioso e antibiótico;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101002.Analgésico e antitérmico;6101002;Analgésico e antitérmico;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101003.Anti-inflamatório e antirreumático;6101003;Anti-inflamatório e antirreumático;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101004.Antigripal e antitussígeno;6101004;Antigripal e antitussígeno;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101006.Dermatológico;6101006;Dermatológico;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101007.Antialérgico e broncodilatador;6101007;Antialérgico e broncodilatador;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101009.Gastroprotetor;6101009;Gastroprotetor;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101010.Vitamina e fortificante;6101010;Vitamina e fortificante;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101011.Hormonal;6101011;Hormonal;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101013.Psicotrópico e anorexígeno;6101013;Psicotrópico e anorexígeno;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101014.Hipotensor e hipocolesterolêmico;6101014;Hipotensor e hipocolesterolêmico;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101051.Oftalmológico;6101051;Oftalmológico;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101064.Antidiabético;6101064;Antidiabético;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6101148.Neurológico;6101148;Neurológico;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6102.Produtos óticos;6102;Produtos óticos;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
6102012.Óculos de grau;6102012;Óculos de grau;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
62.Serviços de saúde;62;Serviços de saúde;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
6201.Serviços médicos e dentários;6201;Serviços médicos e dentários;4;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6201002.Médico;6201002;Médico;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6201003.Dentista;6201003;Dentista;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6201005.Aparelho ortodôntico;6201005;Aparelho ortodôntico;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6201007.Fisioterapeuta;6201007;Fisioterapeuta;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6201010.Psicólogo;6201010;Psicólogo;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6202.Serviços laboratoriais e hospitalares;6202;Serviços laboratoriais e hospitalares;4;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6202003.Exame de laboratório;6202003;Exame de laboratório;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6202004.Hospitalização e cirurgia;6202004;Hospitalização e cirurgia;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6202006.Exame de imagem;6202006;Exame de imagem;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
6203.Plano de saúde;6203;Plano de saúde;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
6203001.Plano de saúde;6203001;Plano de saúde;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
63.Cuidados pessoais;63;Cuidados pessoais;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
6301.Higiene pessoal;6301;Higiene pessoal;4;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301001.Produto para cabelo;6301001;Produto para cabelo;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301002.Fralda descartável;6301002;Fralda descartável;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301004.Produto para barba;6301004;Produto para barba;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301006.Produto para pele;6301006;Produto para pele;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301007.Produto para higiene bucal;6301007;Produto para higiene bucal;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301010.Produto para unha;6301010;Produto para unha;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301011.Perfume;6301011;Perfume;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301014.Desodorante;6301014;Desodorante;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301015.Absorvente higiênico;6301015;Absorvente higiênico;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301016.Sabonete;6301016;Sabonete;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301017.Papel higiênico;6301017;Papel higiênico;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
6301020.Artigos de maquiagem;6301020;Artigos de maquiagem;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
7.Despesas pessoais;7;Despesas pessoais;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
71.Serviços pessoais;71;Serviços pessoais;2;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
7101.Serviços pessoais;7101;Serviços pessoais;4;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
7101001.Costureira;7101001;Costureira;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
7101005.Manicure;7101005;Manicure;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
7101010.Empregado doméstico;7101010;Empregado doméstico;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
7101011.Cabeleireiro e barbeiro;7101011;Cabeleireiro e barbeiro;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
7101014.Depilação;7101014;Depilação;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
7101034.Cartório;7101034;Cartório;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
7101036.Despachante;7101036;Despachante;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
7101076.Serviço bancário;7101076;Serviço bancário;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
7101090.Conselho de classe;7101090;Conselho de classe;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
7101144.Sobrancelha;7101144;Sobrancelha;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;0
72.Recreação e fumo;72;Recreação e fumo;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
7201.Recreação;7201;Recreação;4;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
7201006.Clube;7201006;Clube;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
7201010.Instrumento musical;7201010;Instrumento musical;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
7201015.Tratamento de animais (clínica);7201015;Tratamento de animais (clínica);7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1
7201019.Bicicleta;7201019;Bicicleta;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
7201020.Alimento para animais;7201020;Alimento para animais;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;1
7201023.Brinquedo;7201023;Brinquedo;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
7201054.Casa noturna;7201054;Casa noturna;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
7201063.Jogos de azar;7201063;Jogos de azar;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
7201067.Material de caça e pesca;7201067;Material de caça e pesca;7;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
7201090.Hospedagem;7201090;Hospedagem;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
7201095.Pacote turístico;7201095;Pacote turístico;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
7201256.Serviço de higiene para animais;7201256;Serviço de higiene para animais;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
7201266.Cinema, teatro e concertos;7201266;Cinema, teatro e concertos;7;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;0;0;0;0;0;1
7202.Fumo;7202;Fumo;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1
7202041.Cigarro;7202041;Cigarro;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1
8.Educação;8;Educação;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
81.Cursos, leitura e papelaria;81;Cursos, leitura e papelaria;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
8101.Cursos regulares;8101;Cursos regulares;4;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101001.Creche;8101001;Creche;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101002.Pré-escola;8101002;Pré-escola;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101003.Ensino fundamental;8101003;Ensino fundamental;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101004.Ensino médio;8101004;Ensino médio;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101005.Ensino superior;8101005;Ensino superior;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101006.Pós-graduação;8101006;Pós-graduação;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101008.Educação de jovens e adultos;8101008;Educação de jovens e adultos;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8101045.Curso técnico;8101045;Curso técnico;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
8102.Leitura;8102;Leitura;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0
8102001.Jornal diário;8102001;Jornal diário;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
8102004.Revista;8102004;Revista;7;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
8102007.Livro didático;8102007;Livro didático;7;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
8102008.Livro não didático;8102008;Livro não didático;7;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0
8103.Papelaria;8103;Papelaria;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0
8103001.Caderno;8103001;Caderno;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
8103014.Artigos de papelaria;8103014;Artigos de papelaria;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0
8104.Cursos diversos;8104;Cursos diversos;4;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
8104001.Curso preparatório;8104001;Curso preparatório;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
8104003.Curso de idioma;8104003;Curso de idioma;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
8104004.Curso de informática;8104004;Curso de informática;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
8104005.Autoescola;8104005;Autoescola;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
8104006.Atividades físicas;8104006;Atividades físicas;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0
9.Comunicação;9;Comunicação;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
91.Comunicação;91;Comunicação;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
9101.Comunicação;9101;Comunicação;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;1
9101001.Correio;9101001;Correio;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
9101002.Plano de telefonia fixa;9101002;Plano de telefonia fixa;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
9101008.Plano de telefonia móvel;9101008;Plano de telefonia móvel;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
9101010.Tv por assinatura;9101010;Tv por assinatura;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
9101018.Acesso à internet;9101018;Acesso à internet;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
9101019.Aparelho telefônico;9101019;Aparelho telefônico;7;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;1
9101115.Serviços de streaming;9101115;Serviços de streaming;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
9101116.Combo de telefonia, internet e tv por assinatura;9101116;Combo de telefonia, internet e tv por assinatura;7;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1
